0.3,0.25,-0.00979326,-0.0827771
0.3,0.3,-0.0110923,-0.0725312
0.3,0.35,-0.010984,-0.0617766
0.3,0.4,-0.0101343,-0.0515269
0.3,0.45,-0.00895293,-0.0422843
0.3,0.5,-0.00768309,-0.0342414
0.3,0.55,-0.00646186,-0.0274106
0.3,0.6,-0.00535989,-0.0217068
0.3,0.65,-0.00440756,-0.0169974
0.3,0.7,-0.00361195,-0.013133
0.3,0.75,-0.00296769,-0.0099639
0.3,0.8,-0.00246378,-0.00734891
0.3,0.85,-0.00208775,-0.00515833
0.3,0.9,-0.00182819,-0.00327419
0.3,0.95,-0.00167619,-0.00158841
0.3,1,-0.00162616,0.00E+00
0.35,0,0.156743,0
0.35,0.05,0.0785119,-0.0495023
0.35,0.1,0.0310679,-0.0723097
0.35,0.15,0.00349597,-0.079217
0.35,0.2,-0.0114714,-0.0771381
0.35,0.25,-0.0186279,-0.0704144
0.35,0.3,-0.0210989,-0.0616987
0.35,0.35,-0.0208929,-0.0525503
0.35,0.4,-0.0192767,-0.0438314
0.35,0.45,-0.0170295,-0.0359692
0.35,0.5,-0.0146141,-0.0291275
0.35,0.55,-0.0122912,-0.0233169
0.35,0.6,-0.0101951,-0.0184649
0.35,0.65,-0.00838367,-0.0144588
0.35,0.7,-0.00687033,-0.0111716
0.35,0.75,-0.00564488,-0.0084758
0.35,0.8,-0.00468638,-0.00625136
0.35,0.85,-0.00397113,-0.00438794
0.35,0.9,-0.00347742,-0.00278519
0.35,0.95,-0.00318831,-0.00135119
0.35,1,-0.00309315,0.00E+00
0.4,0,0.215738,0
0.4,0.05,0.108062,-0.0359655
0.4,0.1,0.0427613,-0.0525361
0.4,0.15,0.00481179,-0.0575545
0.4,0.2,-0.0157891,-0.0560441
0.4,0.25,-0.0256391,-0.051159
0.4,0.3,-0.0290401,-0.0448267
0.4,0.35,-0.0287566,-0.03818
0.4,0.4,-0.026532,-0.0318454
0.4,0.45,-0.0234391,-0.0261331
0.4,0.5,-0.0201146,-0.0211623
0.4,0.55,-0.0169174,-0.0169407
0.4,0.6,-0.0140324,-0.0134155
0.4,0.65,-0.0115391,-0.010505
0.4,0.7,-0.00945619,-0.00811662
0.4,0.75,-0.00776951,-0.00615803
0.4,0.8,-0.00645025,-0.00454188
0.4,0.85,-0.00546579,-0.00318802
0.4,0.9,-0.00478626,-0.00202356
0.4,0.95,-0.00438833,-0.000981694
0.4,1,-0.00425735,0.00E+00
0.45,0,0.253615,0
